ADH1B|125
ADH1C|126
ADH4|127
ADH6|130
ADH7|131
ADHFE1|137872
ADIPOQ|9370
ADM2|79924
ADM|133
ADORA1|134
ADORA2A|135
ADORA2B|136
ADORA3|140
ADPRHL1|113622
ADRA1A|148
ADRA1B|147
ADRA1D|146
ADRA2A|150
ADRA2B|151
ADRA2C|152
ADRB1|153
ADRB2|154
ADRB3|155
ADRBK2|157
ADSSL1|122622
AEBP1|165
AFAP1L1|134265
AFAP1L2|84632
AFAP1|60312
AFF2|2334
AFF3|3899
AFM|173
AFP|174
AG2|387763
AGAP11|119385
AGAP2|116986
AGAP5|729092
AGAP6|414189
AGAP7|653268
AGAP8|728404
AGBL2|79841
AGBL3|340351
AGBL4|84871
AGER|177
AGMAT|79814
AGPAT2|10555
AGPAT4|56895
AGPAT9|84803
AGR2|10551
AGR3|155465
AGRN|375790
AGRP|181
AGTR1|185
AGTR2|186
AGT|183
AGXT2L1|64850
AGXT2|64902
AGXT|189
AHCYL2|23382
AHNAK2|113146
AHNAK|79026
AHRR|57491
AHR|196
AHSA2|130872
AHSG|197
AHSP|51327
AICDA|57379
AIF1L|83543
AIF1|199
AIFM3|150209
AIM1L|55057
AIM1|202
AIM2|9447
AIRE|326
AJAP1|55966
AK1|203
AK3L1|205
AK5|26289
AK7|122481
AKAP12|9590
AKAP14|158798
AKAP2|11217
AKAP3|10566
AKAP5|9495
AKAP6|9472
AKAP7|9465
AKNAD1|254268
AKR1B10|57016
AKR1B15|441282
AKR1B1|231
AKR1C1|1645
AKR1C2|1646
AKR1C3|8644
AKR1C4|1109
AKR1D1|6718
AKR1E2|83592
AKR7A3|22977
AKR7L|246181
AKT3|10000
ALAS2|212
ALB|213
ALCAM|214
ALDH1A1|216
ALDH1A2|8854
ALDH1A3|220
ALDH1B1|219
ALDH1L1|10840
ALDH1L2|160428
ALDH2|217
ALDH3A1|218
ALDH3A2|224
ALDH3B1|221
ALDH3B2|222
ALDH4A1|8659
ALDH5A1|7915
ALDH6A1|4329
ALDH7A1|501
ALDH8A1|64577
ALDOB|229
ALDOC|230
ALG1L|200810
ALK|238
ALMS1P|200420
ALOX12B|242
ALOX12P2|245
ALOX12|239
ALOX15B|247
ALOX15|246
ALOX5AP|241
ALOX5|240
ALOXE3|59344
ALPI|248
ALPK2|115701
ALPK3|57538
ALPL|249
ALPPL2|251
ALPP|250
ALS2CL|259173
ALS2CR11|151254
ALS2CR12|130540
ALX1|8092
ALX3|257
ALX4|60529
AMACR|23600
AMBP|259
AMDHD1|144193
AMHR2|269
AMH|268
AMICA1|120425
AMIGO1|57463
AMIGO2|347902
AMN|81693
AMOTL1|154810
AMOTL2|51421
AMOT|154796
AMPD1|270
AMPD3|272
AMPH|273
AMTN|401138
AMT|275
AMY1A|276
AMY2A|279
AMY2B|280
AMZ1|155185
ANGPT1|284
ANGPT2|285
ANGPT4|51378
ANGPTL1|9068
ANGPTL2|23452
ANGPTL3|27329
ANGPTL4|51129
ANGPTL6|83854
ANGPTL7|10218
ANG|283
ANK1|286
ANK2|287
ANK3|288
ANKDD1A|348094
ANKFN1|162282
ANKH|56172
ANKK1|255239
ANKLE1|126549
ANKRD13B|124930
ANKRD19|138649
ANKRD1|27063
ANKRD20A3|441425
ANKRD20A4|728747
ANKRD20B|729171
ANKRD22|118932
ANKRD23|200539
ANKRD24|170961
ANKRD26P1|124149
ANKRD29|147463
ANKRD2|26287
ANKRD30A|91074
ANKRD30B|374860
ANKRD33|341405
ANKRD34A|284615
ANKRD34B|340120
ANKRD34C|390616
ANKRD35|148741
ANKRD36BP1|84832
ANKRD36B|57730
ANKRD36|375248
ANKRD37|353322
ANKRD43|134548
ANKRD44|91526
ANKRD45|339416
ANKRD53|79998
ANKRD55|79722
ANKRD56|345079
ANKRD57|65124
ANKRD58|347454
ANKRD5|63926
ANKRD6|22881
ANKRD7|56311
ANKRD9|122416
ANKS1B|56899
ANKS4B|257629
ANKS6|203286
ANLN|54443
ANO1|55107
ANO2|57101
ANO3|63982
ANO4|121601
ANO5|203859
ANO7|50636
ANO9|338440
ANP32C|23520
ANPEP|290
ANTXR1|84168
ANTXR2|118429
ANXA10|11199
ANXA13|312
ANXA1|301
ANXA2P1|303
ANXA2P2|304
ANXA2P3|305
ANXA2|302
ANXA3|306
ANXA4|307
ANXA6|309
ANXA8L1|728113
ANXA8L2|244
ANXA8|653145
ANXA9|8416
AOAH|313
AOC2|314
AOC3|8639
AOX1|316
AP1G2|8906
AP1M2|10053
AP1S2|8905
AP1S3|130340
AP3B2|8120
APBA1|320
APBA2|321
APBB1IP|54518
APBB1|322
APBB2|323
APC2|10297
APCDD1L|164284
APCDD1|147495
APCS|325
APH1B|83464
APLNR|187
APLN|8862
APLP1|333
APOA1|335
APOA2|336
APOA4|337
APOA5|116519
APOB48R|55911
APOBEC1|339
APOBEC2|10930
APOBEC3A|200315
APOBEC3B|9582
APOBEC3C|27350
APOBEC3D|140564
APOBEC3F|200316
APOBEC3G|60489
APOBEC3H|164668
APOBEC4|403314
APOB|338
APOC1P1|342
APOC1|341
APOC2|344
APOC3|345
APOC4|346
APOD|347
APOE|348
APOF|319
APOH|350
APOL1|8542
APOL3|80833
APOL4|80832
APOL6|80830
APOLD1|81575
APOM|55937
APP|351
AQP10|89872
AQP11|282679
AQP12A|375318
AQP12B|653437
AQP1|358
AQP2|359
AQP3|360
AQP4|361
AQP5|362
AQP6|363
AQP7P1|375719
AQP7P3|441432
AQP7|364
AQP8|343
AQP9|366
AQPEP|206338
ARAP2|116984
ARAP3|64411
ARC|23237
AREG|374
ARG1|383
ARG2|384
ARGFXP2|503640
ARHGAP10|79658
ARHGAP11A|9824
ARHGAP11B|89839
ARHGAP15|55843
ARHGAP18|93663
ARHGAP20|57569
ARHGAP22|58504
ARHGAP23|57636
ARHGAP24|83478
ARHGAP25|9938
ARHGAP26|23092
ARHGAP27|201176
ARHGAP28|79822
ARHGAP29|9411
ARHGAP30|257106
ARHGAP31|57514
ARHGAP32|9743
ARHGAP33|115703
ARHGAP36|158763
ARHGAP39|80728
ARHGAP42|143872
ARHGAP4|393
ARHGAP6|395
ARHGAP8|23779
ARHGAP9|64333
ARHGDIB|397
ARHGDIG|398
ARHGEF10L|55160
ARHGEF10|9639
ARHGEF15|22899
ARHGEF16|27237
ARHGEF17|9828
ARHGEF19|128272
ARHGEF33|100271715
ARHGEF35|445328
ARHGEF37|389337
ARHGEF38|54848
ARHGEF4|50649
ARHGEF5|7984
ARHGEF6|9459
ARID3A|1820
ARID5B|84159
ARL10|285598
ARL11|115761
ARL14|80117
ARL4C|10123
ARL4D|379
ARL5B|221079
ARL9|132946
ARMC3|219681
ARMC4|55130
ARMC9|80210
ARMCX1|51309
ARMCX2|9823
ARMCX3|51566
ARMCX6|54470
ARNT2|9915
ARNTL2|56938
ARPC1B|10095
ARPM1|84517
ARPP21|10777
ARRB1|408
ARRDC3|57561
ARRDC4|91947
ARRDC5|645432
ARSD|414
ARSE|415
ARSF|416
ARSG|22901
ARSH|347527
ARSI|340075
ARSJ|79642
ART3|419
ART4|420
ART5|116969
ARTN|9048
ARVCF|421
ARX|170302
AR|367
AS3MT|57412
ASAH2B|653308
ASAH2|56624
ASAM|79827
ASAP2|8853
ASAP3|55616
ASB11|140456
ASB12|142689
ASB16|92591
ASB2|51676
ASB4|51666
ASB5|140458
ASB9|140462
ASCL1|429
ASCL2|430
ASCL4|121549
ASF1B|55723
ASGR1|432
ASGR2|433
ASIP|434
ASL|435
ASNS|440
ASPA|443
ASPDH|554235
ASPG|374569
ASPHD1|253982
ASPHD2|57168
ASPH|444
ASPM|259266
ASPN|54829
ASPRV1|151516
ASRGL1|80150
ASS1|445
ASTL|431705
ASTN1|460
ASTN2|23245
ASXL2|55252
ASXL3|80816
ATAD2|29028
ATAD3B|83858
ATAD3C|219293
ATAD5|79915
ATCAY|85300
ATF3|467
ATF5|22809
ATF7IP2|80063
ATG16L2|89849
ATG9B|285973
ATHL1|80162
ATL1|51062
ATOH1|474
ATOH7|220202
ATOH8|84913
ATP10A|57194
ATP10B|23120
ATP10D|57205
ATP11A|23250
ATP11B|23200
ATP12A|479
ATP13A4|84239
ATP13A5|344905
ATP1A2|477
ATP1A3|478
ATP1A4|480
ATP1B1|481
ATP1B2|482
ATP1B3|483
ATP2A1|487
ATP2A3|489
ATP2B2|491
ATP2B3|492
ATP2B4|493
ATP2C2|9914
ATP4A|495
ATP4B|496
ATP5EP2|432369
ATP6AP1L|92270
ATP6V0A4|50617
ATP6V0D2|245972
ATP6V0E2|155066
ATP6V1B1|525
ATP6V1C2|245973
ATP6V1G2|534
ATP7B|540
ATP8A1|10396
ATP8A2|51761
ATP8B1|5205
ATP8B2|57198
ATP8B3|148229
ATP8B4|79895
ATP8B5P|158381
ATP9A|10079
ATRNL1|26033
AURKAPS1|6791
AURKA|6790
AURKB|9212
AURKC|6795
AUTS2|26053
AVIL|10677
AVPI1|60370
AVPR1A|552
AVPR1B|553
AVPR2|554
AXIN2|8313
AXL|558
AZGP1|563
AZU1|566
B3GALNT1|8706
B3GALT1|8708
B3GALT2|8707
B3GALT5|10317
B3GAT1|27087
B3GAT2|135152
B3GNT1|11041
B3GNT3|10331
B3GNT4|79369
B3GNT5|84002
B3GNT6|192134
B3GNT7|93010
B3GNT8|374907
B3GNT9|84752
B4GALNT1|2583
B4GALNT2|124872
B4GALNT3|283358
B4GALNT4|338707
B4GALT1|2683
B4GALT6|9331
B9D1|27077
BAALC|79870
BAAT|570
BACE2|25825
BACH2|60468
BAG2|9532
BAG3|9531
BAGE2|85319
BAGE|574
BAHCC1|57597
BAI1|575
BAI2|576
BAI3|577
BAIAP2L1|55971
BAIAP2L2|80115
BAIAP2|10458
BAIAP3|8938
BAMBI|25805
BANK1|55024
BARD1|580
BARX1|56033
BARX2|8538
BASP1|10409
BATF2|116071
BATF3|55509
BATF|10538
BBC3|27113
BBOX1|8424
BCAM|4059
BCAN|63827
BCAR1|9564
BCAR3|8412
BCAS1|8537
BCAS4|55653
BCAT1|586
BCHE|590
BCL11A|53335
BCL11B|64919
BCL2A1|597
BCL2L10|10017
BCL2L12|83596
BCL2L14|79370
BCL2L15|440603
BCL2|596
BCL3|602
BCL6B|255877
BCL6|604
BCL8|606
BCMO1|53630
BCO2|83875
BCORL2|286554
BDH1|622
BDH2|56898
BDKRB1|623
BDKRB2|624
BDNFOS|497258
BDNF|627
BEAN|146227
BEGAIN|57596
BEND4|389206
BEND5|79656
BEND6|221336
BEND7|222389
BEST1|7439
BEST2|54831
BEST3|144453
BEST4|266675
BEX1|55859
BEX2|84707
BEX4|56271
BEX5|340542
BFSP1|631
BFSP2|8419
BGLAP|632
BGN|633
BHLHA15|168620
BHLHE22|27319
BHLHE40|8553
BHLHE41|79365
BHMT2|23743
BHMT|635
BICC1|80114
BICD1|636
BIK|638
BIN1|274
BIN2|51411
BIRC3|330
BIRC5|332
BIRC7|79444
BLK|640
BLM|641
BLNK|29760
BMF|90427
BMP2|650
BMP3|651
BMP4|652
BMP5|653
BMP6|654
BMP7|655
BMP8A|353500
BMP8B|656
BMPER|168667
BMPR1B|658
BMS1P4|729096
BMS1P5|399761
BMX|660
BNC1|646
BNC2|54796
BNIP3|664
BNIPL|149428
BOC|91653
BOK|666
BOP1|23246
BPIL1|80341
BPIL2|254240
BPI|671
BRCA1|672
BRCA2|675
BRDT|676
BRI3BP|140707
BRIP1|83990
BRSK1|84446
BRSK2|9024
BRWD3|254065
BSND|7809
BSN|8927
BSPRY|54836
BST1|683
BST2|684
BTBD11|121551
BTBD16|118663
BTBD17|388419
BTBD18|643376
BTBD19|149478
BTBD8|284697
BTC|685
BTG2|7832
BTG3|10950
BTK|695
BTLA|151888
BTN1A1|696
BTNL3|10917
BTNL8|79908
BTNL9|153579
BUB1B|701
BUB1|699
BVES|11149
BZRAP1|9256
C10orf105|414152
C10orf107|219621
C10orf108|414235
C10orf10|11067
C10orf110|55853
C10orf114|399726
C10orf116|10974
C10orf118|55088
C10orf11|83938
C10orf125|282969
C10orf128|170371
C10orf129|142827
C10orf12|26148
C10orf140|387640
C10orf25|220979
C10orf27|219793
C10orf35|219738
C10orf41|100131213
C10orf47|254427
C10orf54|64115
C10orf55|414236
C10orf58|84293
C10orf67|256815
C10orf68|79741
C10orf71|118461
C10orf72|196740
C10orf75|90271
C10orf79|80217
C10orf81|79949
C10orf82|143379
C10orf90|118611
C10orf91|170393
C10orf93|255352
C10orf95|79946
C10orf99|387695
C11orf16|56673
C11orf20|25858
C11orf21|29125
C11orf35|256329
C11orf41|25758
C11orf45|219833
C11orf52|91894
C11orf53|341032
C11orf54|28970
C11orf63|79864
C11orf66|220004
C11orf70|85016
C11orf75|56935
C11orf80|79703
C11orf82|220042
C11orf85|283129
C11orf86|254439
C11orf87|399947
C11orf88|399949
C11orf90|387804
C11orf92|399948
C11orf93|120376
C11orf9|745
C12orf24|29902
C12orf27|283460
C12orf34|84915
C12orf35|55196
C12orf36|283422
C12orf39|80763
C12orf42|374470
C12orf48|55010
C12orf53|196500
C12orf54|121273
C12orf56|115749
C12orf59|120939
C12orf63|374467
C12orf68|387856
C12orf69|440087
C12orf70|341346
C12orf74|338809
C12orf75|387882
C13orf15|28984
C13orf16|121793
C13orf18|80183
C13orf26|122046
C13orf29|283487
C13orf30|144809
C13orf33|84935
C13orf34|79866
C13orf36|400120
C13orf38|728591
C14orf105|55195
C14orf106|55320
C14orf115|55237
C14orf128|84837
C14orf132|56967
C14orf139|79686
C14orf162|56936
C14orf174|161394
C14orf176|643382
C14orf180|400258
C14orf181|400223
C14orf182|283551
C14orf184|650662
C14orf19|280655
C14orf23|387978
C14orf34|645687
C14orf37|145407
C14orf39|317761
C14orf45|80127
C14orf49|161176
C14orf50|145376
C14orf64|388011
C14orf68|283600
C14orf72|145200
C14orf73|91828
C14orf80|283643
C14orf86|283592
C15orf21|283651
C15orf26|161502
C15orf27|123591
C15orf28|80035
C15orf2|23742
C15orf33|196951
C15orf34|80072
C15orf42|90381
C15orf48|84419
C15orf51|196968
C15orf52|388115
C15orf55|256646
C15orf56|644809
C15orf59|388135
C15orf62|643338
C16orf45|89927
C16orf54|283897
C16orf59|80178
C16orf5|29965
C16orf71|146562
C16orf73|254528
C16orf74|404550
C16orf75|116028
C16orf79|283870
C16orf86|388284
C16orf89|146556
C16orf93|90835
C17orf102|400591
C17orf104|284071
C17orf107|100130311
C17orf108|201229
C17orf28|283987
C17orf50|146853
C17orf51|339263
C17orf53|78995
C17orf55|284185
C17orf57|124989
C17orf60|284021
C17orf69|147081
C17orf72|92340
C17orf73|55018
C17orf76|388341
C17orf77|146723
C17orf78|284099
C17orf82|388407
C17orf87|388325
C17orf91|84981
C17orf93|360205
C17orf96|100170841
C17orf97|400566
C17orf99|100141515
C18orf16|147429
C18orf18|147525
C18orf1|753
C18orf26|284254
C18orf2|56651
C18orf34|374864
C18orf54|162681
C18orf56|494514
C19orf18|147685
C19orf20|91978
C19orf21|126353
C19orf26|255057
C19orf30|284424
C19orf33|64073
C19orf35|374872
C19orf36|113177
C19orf38|255809
C19orf45|374877
C19orf46|163183
C19orf48|84798
C19orf51|352909
C19orf57|79173
C19orf59|199675
C19orf69|100170765
C19orf71|100128569
C19orf76|199800
C19orf77|284422
C1QA|712
C1QB|713
C1QC|714
C1QL1|10882
C1QL2|165257
C1QL3|389941
C1QL4|338761
C1QTNF1|114897
C1QTNF2|114898
C1QTNF3|114899
C1QTNF4|114900
C1QTNF6|114904
C1QTNF7|114905
C1QTNF9B|387911
C1QTNF9|338872
C1RL|51279
C1R|715
C1S|716
C1orf101|257044
C1orf105|92346
C1orf106|55765
C1orf110|339512
C1orf111|284680
C1orf113|79729
C1orf114|57821
C1orf115|79762
C1orf116|79098
C1orf125|126859
C1orf126|200197
C1orf127|148345
C1orf130|400746
C1orf133|574036
C1orf135|79000
C1orf150|148823
C1orf152|767846
C1orf158|93190
C1orf161|126868
C1orf162|128346
C1orf168|199920
C1orf170|84808
C1orf172|126695
C1orf173|127254
C1orf175|374977
C1orf177|163747
C1orf180|439927
C1orf182|128229
C1orf183|55924
C1orf186|440712
C1orf187|374946
C1orf190|541468
C1orf192|257177
C1orf194|127003
C1orf200|644997
C1orf204|284677
C1orf210|149466
C1orf213|148898
C1orf21|81563
C1orf220|400798
C1orf226|400793
C1orf228|339541
C1orf229|388759
C1orf230|284485
C1orf38|9473
C1orf51|148523
C1orf53|388722
C1orf54|79630
C1orf58|148362
C1orf59|113802
C1orf61|10485
C1orf64|149563
C1orf65|164127
C1orf68|100129271
C1orf70|339453
C1orf87|127795
C1orf88|128344
C1orf92|149499
C1orf94|84970
C1orf95|375057
C20orf103|24141
C20orf112|140688
C20orf114|92747
C20orf117|140710
C20orf118|140711
C20orf12|55184
C20orf132|140699
C20orf134|170487
C20orf151|140893
C20orf160|140706
C20orf165|128497
C20orf177|63939
C20orf186|149954
C20orf194|25943
C20orf195|79025
C20orf197|284756
C20orf200|253868
C20orf201|198437
C20orf202|400831
C20orf203|284805
C20orf26|26074
C20orf46|55321
C20orf54|113278
C20orf56|140828
C20orf70|140683
C20orf85|128602
C20orf94|128710
C20orf96|140680
C21orf121|150142
C21orf125|284836
C21orf128|150147
C21orf129|150135
C21orf130|284835
C21orf131|387486
C21orf15|54094
C21orf29|54084
C21orf34|388815
C21orf49|54067
C21orf56|84221
C21orf58|54058
C21orf62|56245
C21orf63|59271
C21orf71|282566
C21orf7|56911
C21orf81|391267
C21orf82|114036
C21orf88|114041
C21orf90|114043
C21orf91|54149
C21orf96|80215
C22orf15|150248
C22orf31|25770
C22orf34|348645
C22orf36|388886
C22orf41|644186
C22orf43|51233
C22orf45|646023
C2CD4A|145741
C2CD4B|388125
C2CD4C|126567
C2CD4D|100191040
C2orf14|100132708
C2orf15|150590
C2orf27A|29798
C2orf39|92749
C2orf40|84417
C2orf48|348738
C2orf50|130813
C2orf54|79919
C2orf55|343990
C2orf58|285154
C2orf62|375307
C2orf63|130162
C2orf65|130951
C2orf66|401027
C2orf70|339778
C2orf71|388939
C2orf72|257407
C2orf73|129852
C2orf74|339804
C2orf77|129881
C2orf80|389073
C2orf81|388963
C2orf82|389084
C2orf84|653140
C2orf85|285093
C2orf88|84281
C2orf89|129293
C2|717
C3AR1|719
C3P1|388503
C3orf14|57415
C3orf15|89876
C3orf16|389161
C3orf18|51161
C3orf32|51066
C3orf34|84984
C3orf35|339883
C3orf36|80111
C3orf45|132228
C3orf47|339942
C3orf50|93556
C3orf52|79669
C3orf54|389119
C3orf55|152078
C3orf57|165679
C3orf58|205428
C3orf59|151963
C3orf65|646600
C3orf66|677779
C3orf67|200844
C3orf70|285382
C3orf72|401089
C3|718
C4A|720
C4BPA|722
C4BPB|725
C4orf12|404201
C4orf19|55286
C4orf21|55345
C4orf26|152816
C4orf31|79625
C4orf32|132720
C4orf34|201895
C4orf36|132989
C4orf38|152641
C4orf39|152756
C4orf44|345222
C4orf47|441054
C4orf48|401115
C4orf49|84709
C4orf50|389197
C4orf6|10141
C4orf7|260436
C5AR1|728
C5orf13|9315
C5orf20|140947
C5orf23|79614
C5orf25|375484
C5orf27|202299
C5orf30|90355
C5orf32|84418
C5orf34|375444
C5orf36|285600
C5orf38|153571
C5orf39|389289
C5orf40|408263
C5orf41|153222
C5orf42|65250
C5orf45|51149
C5orf46|389336
C5orf49|134121
C5orf4|10826
C5orf53|492311
C5orf58|133874
C5orf62|85027
C5|727
C6orf103|79747
C6orf105|84830
C6orf10|10665
C6orf114|85411
C6orf115|58527
C6orf118|168090
C6orf122|401288
C6orf123|26238
C6orf124|653483
C6orf126|389383
C6orf127|340204
C6orf132|647024
C6orf134|79969
C6orf138|442213
C6orf141|135398
C6orf142|90523
C6orf145|221749
C6orf147|387097
C6orf150|115004
C6orf154|221424
C6orf155|79940
C6orf15|29113
C6orf163|206412
C6orf164|63914
C6orf165|154313
C6orf168|84553
C6orf170|221322
C6orf174|387104
C6orf176|90632
C6orf186|728464
C6orf192|116843
C6orf201|404220
C6orf204|387119
C6orf208|80069
C6orf217|100131814
C6orf218|221718
C6orf221|154288
C6orf222|389384
C6orf223|221416
C6orf225|619208
C6orf227|401253
C6orf26|401251
C6orf27|80737
C6orf41|100133205
C6orf52|347744
C6orf58|352999
C6orf59|79992
C6orf81|221481
C6orf97|80129
C6|729
C7orf10|79783
C7orf13|129790
C7orf16|10842
C7orf29|113763
C7orf31|136895
C7orf41|222166
C7orf46|340277
C7orf51|222950
C7orf52|375607
C7orf53|286006
C7orf54|27099
C7orf57|136288
C7orf58|79974
C7orf61|402573
C7orf63|79846
C7orf68|29923
C7|730
C8A|731
C8B|732
C8G|733
C8ORFK29|340393
C8orf12|83656
C8orf22|492307
C8orf31|286122
C8orf34|116328
C8orf42|157695
C8orf45|157777
C8orf46|254778
C8orf47|203111
C8orf48|157773
C8orf4|56892
C8orf51|78998
C8orf56|157556
C8orf73|642475
C8orf75|619351
C8orf77|286103
C8orf79|57604
C8orf80|389643
C8orf84|157869
C8orf85|441376
C9orf100|84904
C9orf102|375748
C9orf103|414328
C9orf109|286333
C9orf110|100128385
C9orf116|138162
C9orf117|286207
C9orf122|158228
C9orf125|84302
C9orf128|392307
C9orf129|445577
C9orf131|138724
C9orf135|138255
C9orf139|401563
C9orf140|89958
C9orf150|286343
C9orf152|401546
C9orf163|158055
C9orf167|54863
C9orf169|375791
C9orf170|401535
C9orf171|389799
C9orf172|389813
C9orf173|441476
C9orf24|84688
C9orf3|84909
C9orf41|138199
C9orf43|257169
C9orf44|158314
C9orf45|81571
C9orf47|286223
C9orf4|23732
C9orf50|375759
C9orf66|157983
C9orf68|55064
C9orf70|84850
C9orf71|169693
C9orf84|158401
C9orf93|203238
C9orf96|169436
C9orf98|158067
C9|735
CA10|56934
CA11|770
CA12|771
CA13|377677
CA14|23632
CA1|759
CA2|760
CA3|761
CA4|762
CA5A|763
CA6|765
CA7|766
CA8|767
CA9|768
CAB39L|81617
CABLES1|91768
CABP1|9478
CABP4|57010
CABP7|164633
CABYR|26256
CACHD1|57685
CACNA1A|773
CACNA1B|774
CACNA1C|775
CACNA1D|776
CACNA1E|777
CACNA1F|778
CACNA1G|8913
CACNA1H|8912
CACNA1I|8911
CACNA1S|779
CACNA2D1|781
CACNA2D2|9254
CACNA2D3|55799
CACNA2D4|93589
CACNB1|782
CACNB2|783
CACNB3|784
CACNB4|785
CACNG1|786
CACNG2|10369
CACNG3|10368
CACNG4|27092
CACNG6|59285
CACNG7|59284
CADM1|23705
CADM2|253559
CADM3|57863
CADM4|199731
CADPS2|93664
CADPS|8618
CALB1|793
CALB2|794
CALCA|796
CALCB|797
CALCRL|10203
CALCR|799
CALD1|800
CALHM1|255022
CALHM2|51063
CALHM3|119395
CALML3|810
CALML5|51806
CALML6|163688
CALN1|83698
CALY|50632
CAMK1D|57118
CAMK1G|57172
CAMK1|8536
CAMK2A|815
CAMK2B|816
CAMK2N1|55450
CAMK2N2|94032
CAMK4|814
CAMKK1|84254
CAMKV|79012
CAMP|820
CAMSAP1L1|23271
CAND2|23066
CAP2|10486
CAPG|822
CAPN11|11131
CAPN12|147968
CAPN13|92291
CAPN14|440854
CAPN3|825
CAPN5|726
CAPN6|827
CAPN8|388743
CAPN9|10753
CAPNS2|84290
CAPS2|84698
CAPSL|133690
CAPS|828
CARD10|29775
CARD11|84433
CARD14|79092
CARD16|114769
CARD18|59082
CARD6|84674
CARD9|64170
CARNS1|57571
CARTPT|9607
CASC1|55259
CASC2|255082
CASC5|57082
CASKIN1|57524
CASP10|843
CASP12|120329
CASP14|23581
CASP1|834
CASP4|837
CASP5|838
CASP8|841
CASQ1|844
CASQ2|845
CASR|846
CASS4|57091
CASZ1|54897
CATSPER1|117144
CATSPER2|117155
CATSPER3|347732
CATSPERB|79820
CATSPERG|57828
CAT|847
CAV1|857
CAV2|858
CAV3|859
CBFA2T3|863
CBLC|23624
CBLN1|869
CBLN2|147381
CBLN3|643866
CBLN4|140689
CBR1|873
CBR3|874
CBS|875
CBWD3|445571
CBWD5|220869
CBX2|84733
CBX6|23466
CBX7|23492
CC2D2A|57545
CC2D2B|387707
CCBE1|147372
CCBP2|1238
CCDC102A|92922
CCDC102B|79839
CCDC103|388389
CCDC106|29903
